Name,Mission Components,Mission Status,Location,Launch Time,Company,Status,Price,Liftoff Thrust kN,Payload to LEO kg,Payload to GTO kg,Stages,Strap-ons,Rocket Height m,Fairing Diameter m,Fairing Height m,Orbit,Payloads,Total Mass kg,year,Country,month,Region
Space Shuttle Atlantis,STS-37,Success,"LC-39B, Kennedy Space Center, Florida, USA",1991-04-05 14:22:00+00:00,NASA,Retired,450.0,30250.0,27500.0,3810.0,2.0,2.0,56.1,,,Low Earth Orbit,,17204.0,1991,USA,April,Florida
Ariane 44P,Anik E2,Success,"ELA-2, Guiana Space Centre, French Guiana, France",1991-04-04 23:33:00+00:00,Arianespace,Retired,,4334.0,,3460.0,3.0,4.0,58.72,,,Geostationary Transfer Orbit,1.0,2900.0,1991,France,April,French Guiana
Proton K/Block-DM-2,"Cosmos 2139, 2140 & 2141",Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",1991-04-04 10:47:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Medium Earth Orbit,3.0,4250.0,1991,Kazakhstan,April,Baikonur Cosmodrome
Proton-K,Almaz 1,Success,"Site 200/40, Baikonur Cosmodrome, Kazakhstan",1991-03-31 15:12:00+00:00,RVSN USSR,Retired,,9469.0,20100.0,0.0,3.0,0.0,56.14,4.15,16.12,Low Earth Orbit,1.0,18550.0,1991,Kazakhstan,March,Baikonur Cosmodrome
Soyuz U,Cosmos 2138,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1991-03-26 13:44:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1991,Russia,March,Plesetsk Cosmodrome
Molniya-M/Block ML,Molniya-3 n°148,Success,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-03-22 12:19:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,42.8,2.58,8.28,Molniya Orbit,1.0,1740.0,1991,Russia,March,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 2137,Success,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-03-19 14:30:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,500.0,1991,Russia,March,Plesetsk Cosmodrome
Soyuz U2,Progress M-7,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1991-03-19 13:05:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7280.0,1991,Kazakhstan,March,Baikonur Cosmodrome
Cosmos-3M,Nadiezhda n°6,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-03-12 19:29:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,820.0,1991,Russia,March,Plesetsk Cosmodrome
Delta II 6925,Inmarsat-2 F2,Success,"SLC-17B, Cape Canaveral SFS, Florida, USA",1991-03-08 23:03:00+00:00,Boeing,Retired,,3481.0,,1447.0,3.0,9.0,38.1,2.9,8.49,Geostationary Transfer Orbit,1.0,1310.0,1991,USA,March,Florida
Titan IV(403)A,Onyx 2 (USA-69),Success,"SLC-4E, Vandenberg SFB, California, USA",1991-03-08 12:03:00+00:00,Martin Marietta,Retired,,14200.0,17700.0,,2.0,2.0,54.0,5.1,,,1.0,,1991,USA,March,California
Soyuz U,Cosmos 2136,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1991-03-06 15:30:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1991,Russia,March,Plesetsk Cosmodrome
Ariane 44LP,Astra 1B & Météosat 5,Success,"ELA-2, Guiana Space Centre, French Guiana, France",1991-03-02 23:36:00+00:00,Arianespace,Retired,,5800.0,,4220.0,3.0,4.0,58.72,,,Geostationary Transfer Orbit,2.0,1844.0,1991,France,March,French Guiana
Proton K/Block-DM-2,Raduga 27,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1991-02-28 05:30:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2000.0,1991,Kazakhstan,February,Baikonur Cosmodrome
Cosmos-3M,Cosmos 2135,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-26 04:53:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,580.0,1991,Russia,February,Plesetsk Cosmodrome
Molniya-M/Block ML,Molniya-1 n°147,Success,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-02-15 15:19:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,42.8,2.58,8.28,Molniya Orbit,1.0,1650.0,1991,Russia,February,Plesetsk Cosmodrome
Soyuz U,Cosmos 2134,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1991-02-15 09:30:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1991,Kazakhstan,February,Baikonur Cosmodrome
Proton K/Block-DM-2,Cosmos 2133,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",1991-02-14 08:31:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2600.0,1991,Kazakhstan,February,Baikonur Cosmodrome
Cosmos-3M,Cosmos 2125 to 2132,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-12 02:44:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,8.0,400.0,1991,Russia,February,Plesetsk Cosmodrome
Soyuz U,Cosmos 2124,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1991-02-07 18:14:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1991,Russia,February,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 2123,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-05 02:36:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,820.0,1991,Russia,February,Plesetsk Cosmodrome
Cosmos-3M,Oscar-21,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-01-29 11:59:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,600.0,1991,Russia,January,Plesetsk Cosmodrome
Tsyklon-2,Cosmos 2122,Success,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1991-01-18 11:34:00+00:00,RVSN USSR,Retired,,2650.0,2850.0,0.0,2.0,0.0,39.65,3.0,10.7,Low Earth Orbit,1.0,3300.0,1991,Kazakhstan,January,Baikonur Cosmodrome
Soyuz U,Cosmos 2121,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1991-01-17 10:30:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1991,Russia,January,Plesetsk Cosmodrome
Ariane 44L,Italsat-1 & Eutelsat 2F2,Success,"ELA-2, Guiana Space Centre, French Guiana, France",1991-01-15 23:10:00+00:00,Arianespace,Retired,,6000.0,,4720.0,3.0,4.0,58.72,,,Geostationary Transfer Orbit,2.0,3728.0,1991,France,January,French Guiana
Soyuz U2,Progress M-6,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1991-01-14 14:50:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7280.0,1991,Kazakhstan,January,Baikonur Cosmodrome
Delta II 7925,NATO 4A,Success,"SLC-17B, Cape Canaveral SFS, Florida, USA",1991-01-08 00:53:00+00:00,Boeing,Retired,,3511.0,,1819.0,3.0,9.0,38.1,2.9,8.49,Geostationary Transfer Orbit,1.0,1434.0,1991,USA,January,Florida
Proton K/Block-DM-2,Raduga-1 2,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",1990-12-27 11:08:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2320.0,1990,Kazakhstan,December,Baikonur Cosmodrome
Soyuz U,Cosmos 2120,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-12-26 11:10:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1990,Russia,December,Plesetsk Cosmodrome
Tsyklon-3,Cosmos 2114 to 2119,Success,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-12-22 07:28:00+00:00,RVSN USSR,Retired,,3032.0,4100.0,0.0,3.0,0.0,39.27,2.7,9.54,Low Earth Orbit,6.0,1350.0,1990,Russia,December,Plesetsk Cosmodrome
Soyuz U,Cosmos 2113,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1990-12-21 06:20:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1990,Kazakhstan,December,Baikonur Cosmodrome
Proton K/Block-DM-2,Raduga 26,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1990-12-20 11:35:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2000.0,1990,Kazakhstan,December,Baikonur Cosmodrome
Cosmos-3M,Cosmos 2112,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-12-10 07:54:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,800.0,1990,Russia,December,Plesetsk Cosmodrome
Proton K/Block-DM-2,"Cosmos 2109, 2110 & 2111",Success,"Site 200/40, Baikonur Cosmodrome, Kazakhstan",1990-12-08 02:43:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Medium Earth Orbit,3.0,4250.0,1990,Kazakhstan,December,Baikonur Cosmodrome
Soyuz U,Cosmos 2108,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-12-04 18:29:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1990,Russia,December,Plesetsk Cosmodrome
Tsyklon-2,Cosmos 2107,Success,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-12-04 00:48:00+00:00,RVSN USSR,Retired,,2650.0,2850.0,0.0,2.0,0.0,39.65,3.0,10.7,Low Earth Orbit,1.0,3300.0,1990,Kazakhstan,December,Baikonur Cosmodrome
Soyuz U2,Soyuz TM-11,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1990-12-02 08:13:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7100.0,1990,Kazakhstan,December,Baikonur Cosmodrome
Space Shuttle Columbia,STS-35,Success,"LC-39B, Kennedy Space Center, Florida, USA",1990-12-02 06:49:00+00:00,NASA,Retired,450.0,30250.0,27500.0,3810.0,2.0,2.0,56.1,,,Low Earth Orbit,,12095.0,1990,USA,December,Florida
Atlas-E/F Star-37S-ISS,DMSP-5D2 F10 (USA-68),Success,"SLC-3W, Vandenberg SFB, California, USA",1990-12-01 15:57:00+00:00,General Dynamics,Retired,,,,,2.0,0.0,,,,Sun-Synchronous Orbit,1.0,823.0,1990,USA,December,California
Tsyklon-3,Cosmos 2106,Success,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-11-28 16:33:00+00:00,RVSN USSR,Retired,,3032.0,4100.0,0.0,3.0,0.0,39.27,2.7,9.54,Low Earth Orbit,1.0,1500.0,1990,Russia,November,Plesetsk Cosmodrome
Delta II 7925,GPS IIA-1 (USA-66),Success,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990-11-26 21:39:00+00:00,Boeing,Retired,,3511.0,,1819.0,3.0,9.0,38.1,2.9,8.49,Medium Earth Orbit,1.0,1816.0,1990,USA,November,Florida
Proton K/Block-DM-2,Gorizont 22,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",1990-11-23 13:22:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2120.0,1990,Kazakhstan,November,Baikonur Cosmodrome
Molniya-M/Block ML,Molniya-1 n°146,Success,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-11-23 03:51:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,42.8,2.58,8.28,Molniya Orbit,1.0,1650.0,1990,Russia,November,Plesetsk Cosmodrome
Rokot/Briz K,GVM Demo Flight,Success,"Site 131/29, Baikonur Cosmodrome, Kazakhstan",,RVSN USSR,Retired,,1875.0,1500.0,0.0,3.0,0.0,25.5,2.5,3.0,Suborbital,1.0,,1990,Kazakhstan,November,Baikonur Cosmodrome
Ariane 42P,"Satcom C1, GStar-4",Success,"ELA-2, Guiana Space Centre, French Guiana, France",1990-11-20 23:11:00+00:00,Arianespace,Retired,,4334.0,,2930.0,3.0,2.0,58.72,,,Geostationary Transfer Orbit,2.0,2390.0,1990,France,November,French Guiana
Molniya-M/Block 2BL,Cosmos 2105,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-11-20 02:33:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,7.81,High Earth Orbit,1.0,2400.0,1990,Russia,November,Plesetsk Cosmodrome
Soyuz U,Cosmos 2104,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-11-16 16:30:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1990,Russia,November,Plesetsk Cosmodrome
Space Shuttle Atlantis,"STS-38, Quasar-9 (USA-67) & Prowler 1",Success,"LC-39A, Kennedy Space Center, Florida, USA",1990-11-15 23:48:00+00:00,NASA,Retired,450.0,30250.0,27500.0,3810.0,2.0,2.0,56.1,,,Low Earth Orbit,2.0,,1990,USA,November,Florida
Tsyklon-2,Cosmos 2103,Success,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-11-14 06:33:00+00:00,RVSN USSR,Retired,,2650.0,2850.0,0.0,2.0,0.0,39.65,3.0,10.7,Low Earth Orbit,1.0,3300.0,1990,Kazakhstan,November,Baikonur Cosmodrome
Titan IV(402)A,DSP-15 (USA-65),Success,"SLC-41, Cape Canaveral SFS, Florida, USA",1990-11-13 00:37:00+00:00,Martin Marietta,Retired,,14200.0,,4944.0,4.0,2.0,54.0,5.1,,Geostationary Earth Orbit,1.0,2386.0,1990,USA,November,Florida
Proton K/Block-DM-2,Gorizont 21,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1990-11-03 14:40:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2120.0,1990,Kazakhstan,November,Baikonur Cosmodrome
Delta II 6925,Inmarsat-2 F1,Success,"SLC-17B, Cape Canaveral SFS, Florida, USA",1990-10-30 23:16:00+00:00,Boeing,Retired,,3481.0,,1447.0,3.0,9.0,38.1,2.9,8.49,Geostationary Transfer Orbit,1.0,1310.0,1990,USA,October,Florida
Soyuz U,Cosmos 2102,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-10-16 18:59:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1990,Russia,October,Plesetsk Cosmodrome
Ariane 44L,SBS-6 & Galaxy 6,Success,"ELA-2, Guiana Space Centre, French Guiana, France",1990-10-12 22:58:00+00:00,Arianespace,Retired,,6000.0,,4720.0,3.0,4.0,58.72,,,Geostationary Transfer Orbit,2.0,3875.0,1990,France,October,French Guiana
Space Shuttle Discovery,STS-41,Success,"LC-39B, Kennedy Space Center, Florida, USA",1990-10-06 11:47:00+00:00,NASA,Retired,450.0,30250.0,27500.0,3810.0,2.0,2.0,56.1,,,Low Earth Orbit,,15362.0,1990,USA,October,Florida
Long March 2C,FSW-1 3,Success,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1990-10-05 06:14:00+00:00,MASI,Active,30.8,2962.0,2850.0,1000.0,2.0,0.0,42.0,3.35,8.37,Low Earth Orbit,1.0,2100.0,1990,China,October,Jiuquan Satellite Launch Center
Zenit-2,Tselina-2 n°08,Failure,"Site 45/2, Baikonur Cosmodrome, Kazakhstan",1990-10-04 04:27:00+00:00,RVSN USSR,Retired,,7257.0,13500.0,4500.0,2.0,0.0,57.0,3.9,13.65,Low Earth Orbit,1.0,3250.0,1990,Kazakhstan,October,Baikonur Cosmodrome
Delta II 6925,GPS II-9 (USA-64),Success,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990-10-01 21:56:00+00:00,Boeing,Retired,,3481.0,,1447.0,3.0,9.0,38.1,2.9,8.49,Medium Earth Orbit,1.0,1660.0,1990,USA,October,Florida
Soyuz U2,Cosmos 2101,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1990-10-01 11:00:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1990,Kazakhstan,October,Baikonur Cosmodrome
Tsyklon-3,Meteor-2 n°20,Success,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-09-28 07:30:00+00:00,RVSN USSR,Retired,,3032.0,4100.0,0.0,3.0,0.0,39.27,2.7,9.54,Low Earth Orbit,1.0,1300.0,1990,Russia,September,Plesetsk Cosmodrome
Soyuz U2,Progress M-5,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1990-09-27 10:37:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7280.0,1990,Kazakhstan,September,Baikonur Cosmodrome
Molniya-M/Block ML,Molniya-3 n°145,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-09-20 20:16:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,42.8,2.58,8.28,Molniya Orbit,1.0,1740.0,1990,Russia,September,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 2100,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-09-14 05:59:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,580.0,1990,Russia,September,Plesetsk Cosmodrome
Soyuz U,Resurs-F,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-09-07 11:59:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1990,Russia,September,Plesetsk Cosmodrome
Long March 4A,"Fengyun 1B, QQW 1 & 2",Success,"LC-7, Taiyuan Satellite Launch Center, China",1990-09-03 00:53:00+00:00,MASI,Retired,,2962.0,4000.0,0.0,3.0,0.0,41.9,2.9,4.91,Sun-Synchronous Orbit,3.0,886.0,1990,China,September,Taiyuan Satellite Launch Center
Soyuz U,Cosmos 2099,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-08-31 08:00:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1990,Russia,August,Plesetsk Cosmodrome
Ariane 44LP,Skynet 4C & Eutelsat 2F1,Success,"ELA-2, Guiana Space Centre, French Guiana, France",1990-08-30 22:46:00+00:00,Arianespace,Retired,,5800.0,,4220.0,3.0,4.0,58.72,,,Geostationary Transfer Orbit,2.0,3128.0,1990,France,August,French Guiana
Cosmos-3M,Cosmos 2098,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-08-28 15:45:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,500.0,1990,Russia,August,Plesetsk Cosmodrome
H-I UM-129A (9SO),Yuri-3A,Success,"LA-Y1, Tanegashima Space Center, Japan",1990-08-28 09:05:00+00:00,MHI,Retired,,,3200.0,1100.0,3.0,9.0,42.0,2.44,,Geostationary Transfer Orbit,1.0,1100.0,1990,Japan,August,Tanegashima Space Center
Molniya-M/Block 2BL,Cosmos 2097,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-08-28 07:49:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,7.81,High Earth Orbit,1.0,2400.0,1990,Russia,August,Plesetsk Cosmodrome
Tsyklon-2,Cosmos 2096,Success,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-08-23 16:17:00+00:00,RVSN USSR,Retired,,2650.0,2850.0,0.0,2.0,0.0,39.65,3.0,10.7,Low Earth Orbit,1.0,3300.0,1990,Kazakhstan,August,Baikonur Cosmodrome
Delta II 6925,Marcopolo 2,Success,"SLC-17B, Cape Canaveral SFS, Florida, USA",1990-08-18 00:42:00+00:00,Boeing,Retired,,3481.0,,1447.0,3.0,9.0,38.1,2.9,8.49,Geostationary Transfer Orbit,1.0,,1990,USA,August,Florida
Soyuz U,Resurs-F,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-08-16 09:54:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1990,Russia,August,Plesetsk Cosmodrome
Soyuz U2,Progress M-4,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1990-08-15 04:00:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7280.0,1990,Kazakhstan,August,Baikonur Cosmodrome
Molniya-M/Block ML,Molniya-1 n°144,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-08-10 20:18:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,42.8,2.58,8.28,Molniya Orbit,1.0,1650.0,1990,Russia,August,Plesetsk Cosmodrome
Proton K/Block-DM-2,Ekran-M n°14L,Failure,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",1990-08-09 20:18:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2000.0,1990,Kazakhstan,August,Baikonur Cosmodrome
Tsyklon-3,Cosmos 2090 to 2095,Success,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-08-08 04:15:00+00:00,RVSN USSR,Retired,,3032.0,4100.0,0.0,3.0,0.0,39.27,2.7,9.54,Low Earth Orbit,6.0,1350.0,1990,Russia,August,Plesetsk Cosmodrome
Soyuz U,Cosmos 2089,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-08-03 19:45:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1990,Russia,August,Plesetsk Cosmodrome
Delta II 6925,GPS II-8 (USA-63),Success,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990-08-02 05:39:00+00:00,Boeing,Retired,,3481.0,,1447.0,3.0,9.0,38.1,2.9,8.49,Medium Earth Orbit,1.0,1660.0,1990,USA,August,Florida
Soyuz U2,Soyuz TM-10,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1990-08-01 09:32:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7100.0,1990,Kazakhstan,August,Baikonur Cosmodrome
Tsyklon-3,Cosmos 2088,Success,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-07-30 00:06:00+00:00,RVSN USSR,Retired,,3032.0,4100.0,0.0,3.0,0.0,39.27,2.7,9.54,Low Earth Orbit,1.0,1500.0,1990,Russia,July,Plesetsk Cosmodrome
Atlas I,CRRES,Success,"SLC-36B, Cape Canaveral SFS, Florida, USA",1990-07-25 19:21:00+00:00,General Dynamics,Retired,,,,,2.0,0.0,43.9,,,Geostationary Transfer Orbit,1.0,4383.0,1990,USA,July,Florida
Molniya-M/Block 2BL,Cosmos 2087,Success,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-07-25 18:13:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,7.81,High Earth Orbit,1.0,2400.0,1990,Russia,July,Plesetsk Cosmodrome
Ariane 44L,TDF-2 & DFS-2,Success,"ELA-2, Guiana Space Centre, French Guiana, France",1990-07-24 22:25:00+00:00,Arianespace,Retired,,6000.0,,4720.0,3.0,4.0,58.72,,,Geostationary Transfer Orbit,3.0,3473.0,1990,France,July,French Guiana
Soyuz U,Cosmos 2086,Success,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-07-20 08:40:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1990,Russia,July,Plesetsk Cosmodrome
Proton K/Block-DM-2,Cosmos 2085,Success,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",1990-07-18 21:46:00+00:00,RVSN USSR,Retired,,9548.0,19000.0,2400.0,4.0,0.0,57.64,4.35,10.4,Geostationary Earth Orbit,1.0,2300.0,1990,Kazakhstan,July,Baikonur Cosmodrome
Soyuz U,Resurs-F,Success,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-07-17 09:29:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1990,Russia,July,Plesetsk Cosmodrome
Long March 2E EPKM,Badr A & Aussat B-MFS,Partial Failure,"LC-2, Xichang Satellite Launch Center, China",1990-07-16 00:40:00+00:00,MASI,Retired,,5923.0,,,2.0,4.0,49.73,4.2,12.0,Geostationary Transfer Orbit,2.0,2752.0,1990,China,July,Xichang Satellite Launch Center
Soyuz U2,Gamma,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1990-07-11 10:00:00+00:00,RVSN USSR,Retired,40.0,4693.0,7150.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,7350.0,1990,Kazakhstan,July,Baikonur Cosmodrome
Soyuz U,Yantar-4K2 n°122,Failure,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-07-03 19:19:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6600.0,1990,Russia,July,Plesetsk Cosmodrome
